gene,log2FC,pvalue,padj,significant
ENSG00000215244,-1.0493277123635685,0.19876460640717797,0.7593554812060997,0
ENSG00000215251,0.16878518944516144,0.49629170226364927,0.871227404338742,0
ENSG00000215252,0.03852729521500969,0.9397429895816196,0.9726011360704875,0
ENSG00000215256,0.2503270249285493,0.49629170226364927,0.871227404338742,0
ENSG00000215271,0.0735364733266463,0.3846730627714421,0.837405342061362,0
ENSG00000215284,-0.13210353600734515,0.8501067391497223,0.9618973227747779,0
ENSG00000215297,-0.011874100288291778,0.8798291600208448,0.9618973227747779,0
ENSG00000215301,0.11711453880744557,0.5453496680415029,0.8838389099367634,0
ENSG00000215302,0.3874516676069444,0.12122450304104815,0.7020243537915193,0
ENSG00000215305,0.24943210761963974,0.47267559354505595,0.871227404338742,0
ENSG00000215372,1.1096244911744981,0.028365505617170772,0.5129992960930407,0
ENSG00000215374,0.23803593082076893,0.2899184539790305,0.8030388007667232,0
ENSG00000215375,-0.07139302243747642,0.7623688184872623,0.9380808229450193,0
ENSG00000215386,0.48775734319942865,0.012611144106014827,0.44489412747481366,0
ENSG00000215388,0.04118343507262204,0.7337299957156109,0.9380808229450193,0
ENSG00000215397,-0.13821229067202082,0.5707503880872924,0.8981039134389602,0
ENSG00000215417,0.056818131999845,0.8205958397687718,0.9492527585004403,0
ENSG00000215421,0.07292533497150125,0.7623688184872623,0.9380808229450193,0
ENSG00000215424,-0.5077352614799058,0.028365505617170772,0.5129992960930407,0
ENSG00000215440,0.08555291165496867,0.7623688184872623,0.9380808229450193,0
ENSG00000215447,0.05921177857991271,0.5967012167571022,0.8981039134389602,0
ENSG00000215452,0.14676100862950453,0.3447042220434273,0.8250815138311735,0
ENSG00000215474,0.4119248874115081,0.6775849579754756,0.9252695404900921,0
ENSG00000215475,-0.14090036065116976,0.32575135451528814,0.8112807805572426,0
ENSG00000215478,0.04617018143292623,0.7054569861324986,0.9252695404900921,0
ENSG00000215481,0.2559778321624613,0.3074894566552486,0.8112807805572426,0
ENSG00000215483,-0.4275382828479612,0.09630369205385092,0.6705868445576055,0
ENSG00000215492,0.2515387669959644,0.2899184539790305,0.8030388007667232,0
ENSG00000215529,0.29090119926673774,0.2730363397874447,0.8030388007667232,0
ENSG00000215548,-0.4284165290800437,0.19876460640717797,0.7593554812060997,0
ENSG00000215559,1.0403013647245705,0.11241058468252252,0.687100084085839,0
ENSG00000215571,0.18696293179884996,0.3643461266698109,0.8250815138311735,0
ENSG00000215572,-1.5360529002402097,0.0017062493702997283,0.37719741249709743,0
ENSG00000215580,-1.0274807364221068,0.42735531393274506,0.8513238912848072,0
ENSG00000215595,-0.46178575847032316,0.15092695009759893,0.7208296497691702,0
ENSG00000215612,0.6759687777498959,0.006501702377128327,0.40962362684315795,0
ENSG00000215630,-0.3492354408830978,0.2730363397874447,0.8030388007667232,0
ENSG00000215644,1.5877395853917298,0.010165201897657461,0.4302064803116894,0
ENSG00000215712,0.007158746648616726,0.8205958397687718,0.9492527585004403,0
ENSG00000215717,0.036522977181498884,0.5453496680415029,0.8838389099367634,0
