gene,spearman_rho,pvalue,padj,trend_significant
ENSG00000004779,-0.041818526617243314,0.7990360136307177,0.9553335023005077,0
ENSG00000004799,0.12521479128311944,0.4426690879688675,0.836545458263186,0
ENSG00000004838,0.1958576074536762,0.22441003784413605,0.705397470819178,0
ENSG00000004864,0.21416119143498472,0.18232376662980743,0.6699631118271782,0
ENSG00000004866,0.034805113102903816,0.8322321829530339,0.9629807253895857,0
ENSG00000004897,-0.028429401693663175,0.8626520366642745,0.9691274138091464,0
ENSG00000004939,-0.1375169360896983,0.3983866179841622,0.8181449360891913,0
ENSG00000004961,0.048611575909239084,0.7671974978902518,0.9487354933457736,0
ENSG00000004975,0.07232774254417249,0.6591349719840396,0.9141778188871611,0
ENSG00000005007,0.21970074397088232,0.1707316280249056,0.6579475716870928,0
ENSG00000005020,-0.09093687966131879,0.578587681380959,0.8896612710488798,0
ENSG00000005022,-0.07180514324833309,0.6614558718048453,0.9145063437943061,0
ENSG00000005059,0.28044097486358427,0.07554002964873341,0.5217231160255039,0
ENSG00000005075,0.31640942701771724,0.042470328255796996,0.41991466732073496,0
ENSG00000005100,0.3027940320093464,0.05329220237435339,0.4585587698828996,0
ENSG00000005108,0.10389274001287205,0.5251719417046163,0.8683672540045346,0
ENSG00000005156,0.2663166011597565,0.0928336815731261,0.554563182112976,0
ENSG00000005175,-0.043118806379293335,0.7929162349222723,0.9546629078032308,0
ENSG00000005187,-0.15448536922784614,0.3415455496807631,0.7875507875314324,0
ENSG00000005189,0.2695750070478927,0.08860561215512819,0.5462665938437432,0
ENSG00000005194,-0.017717012761601765,0.9141660044829509,0.9822370903737103,0
ENSG00000005206,0.09041425391613879,0.5807906209221072,0.8908031533271747,0
ENSG00000005238,0.041552953144932535,0.8002873463463283,0.9553640276257331,0
ENSG00000005243,0.2478480215044036,0.11967139455857412,0.5991339620707714,0
ENSG00000005249,0.07144655553999271,0.6630501185711872,0.9151140466188238,0
ENSG00000005302,-0.023468271650408438,0.8864550472017532,0.9752370196001869,0
ENSG00000005339,0.14381932621500193,0.3766913545410062,0.8075027156762045,0
ENSG00000005379,0.10838709395709085,0.5072024582685959,0.862887555173671,0
ENSG00000005381,0.0064328564349106655,0.9687864654999987,0.9935309080693505,0
ENSG00000005436,0.0814292125320473,0.6192137894421363,0.9038672088826535,0
ENSG00000005448,0.3171293021752198,0.041950253994638365,0.4176989462236842,0
ENSG00000005469,0.2786499445415663,0.07758682220475288,0.5253762606766571,0
ENSG00000005471,0.10613600936912765,0.5161655216311858,0.8658019735469451,0
ENSG00000005483,-0.05602264451398332,0.7328713734157326,0.9393939629683453,0
ENSG00000005486,0.09354527395525199,0.5676473519279639,0.884852527039138,0
ENSG00000005513,0.4454636397735017,0.0024738089161520094,0.12541788309124413,0
ENSG00000005700,-0.009720346902612776,0.9528490773047102,0.9901722792013776,0
ENSG00000005801,0.1478060417462322,0.36332174606257484,0.7977394427988569,0
ENSG00000005810,0.021845756148523708,0.8942611839479562,0.9772968871686327,0
ENSG00000005812,0.013483061832656433,0.9346294422746626,0.9867023303298101,0
ENSG00000005844,0.42940592747706413,0.003825611626108172,0.15381540460444038,0
ENSG00000005882,0.2583730918629977,0.10376642741929709,0.5716753045399688,0
